Browse Link,Display ID,Ordering ID,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160726_20200906_02_T1,LC08_L2SP_224078_20160726_20200906_02_T1,LC82240782016208LGN01,LC08_L2SP_224078_20160726_20200906_02_T1,LC08_L1TP_224078_20160726_20200906_02_T1,LC82240782016208LGN01,2016/07/26,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-07-26 13:35:47.758812,2016-07-26 13:36:19.528809,LGN,DAY,65.66,65.66,89,5,6.517,5.311,3.7769999999999997,LPGS_15.3.1c,34.80629303,38.20300307,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99285,-54.92856,-24.94448,-56.1016,-24.91271,-53.794540000000005,-27.07074,-56.085280000000004,-27.035840000000004,-53.73639
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160217_20200907_02_T1,LC08_L2SP_224078_20160217_20200907_02_T1,LC82240782016048LGN01,LC08_L2SP_224078_20160217_20200907_02_T1,LC08_L1TP_224078_20160217_20200907_02_T1,LC82240782016048LGN01,2016/02/17,T1,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-02-17 13:35:41.765654,2016-02-17 13:36:13.53565,LGN,DAY,7.81,7.81,340,5,8.237,5.692,5.954,LPGS_15.3.1c,54.75156053,73.30298995,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99247,-54.90401,-24.944329999999997,-56.077830000000006,-24.912129999999998,-53.76784,-27.07058,-56.061069999999994,-27.03521,-53.709219999999995
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20160507_20200907_02_T2,LC08_L2SP_224078_20160507_20200907_02_T2,LC82240782016128LGN01,LC08_L2SP_224078_20160507_20200907_02_T2,LC08_L1GT_224078_20160507_20200907_02_T2,LC82240782016128LGN01,2016/05/07,T2,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-05-07 13:35:22.827619,2016-05-07 13:35:54.597616,LGN,DAY,97.86,97.86,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,37.91882848,37.55036395,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99284,-54.969559999999994,-24.94471,-56.14023,-24.913529999999998,-53.8331,-27.070990000000002,-56.1246,-27.03675,-53.77565
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160710_20200906_02_T1,LC08_L2SP_224078_20160710_20200906_02_T1,LC82240782016192LGN01,LC08_L2SP_224078_20160710_20200906_02_T1,LC08_L1TP_224078_20160710_20200906_02_T1,LC82240782016192LGN01,2016/07/10,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-07-10 13:35:42.949295,2016-07-10 13:36:14.719292,LGN,DAY,26.54,26.54,318,5,6.657,4.643,4.771,LPGS_15.3.1c,32.59542424,35.98199211,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99287,-54.93346999999999,-24.94452,-56.10755,-24.912770000000002,-53.797509999999996,-27.07078,-56.091330000000006,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160405_20200907_02_T1,LC08_L2SP_224078_20160405_20200907_02_T1,LC82240782016096LGN02,LC08_L2SP_224078_20160405_20200907_02_T1,LC08_L1TP_224078_20160405_20200907_02_T1,LC82240782016096LGN02,2016/04/05,T1,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-04-05 13:35:25.820326,2016-04-05 13:35:57.590323,LGN,DAY,1.18,1.18,588,5,6.0920000000000005,4.123,4.484,LPGS_15.3.1c,45.39804089,47.91920502,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992829999999998,-54.91346,-24.94439,-56.08675,-24.91239,-53.779709999999994,-27.07064,-56.07015,-27.035490000000003,-53.7213
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160421_20200907_02_T1,LC08_L2SP_224078_20160421_20200907_02_T1,LC82240782016112LGN01,LC08_L2SP_224078_20160421_20200907_02_T1,LC08_L1TP_224078_20160421_20200907_02_T1,LC82240782016112LGN01,2016/04/21,T1,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-04-21 13:35:19.630349,2016-04-21 13:35:51.400346,LGN,DAY,53.18,53.18,288,5,6.718,4.819,4.681,LPGS_15.3.1c,41.58953086,41.82863501,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992420000000003,-54.92135,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20161217_20200905_02_T1,LC08_L2SP_224078_20161217_20200905_02_T1,LC82240782016352LGN01,LC08_L2SP_224078_20161217_20200905_02_T1,LC08_L1TP_224078_20161217_20200905_02_T1,LC82240782016352LGN01,2016/12/17,T1,2,224,78,224,78,NADIR,0.0,2020/09/05,2020/09/05,2016-12-17 13:36:02.983383,2016-12-17 13:36:34.75338,LGN,DAY,66.57,66.57,70,5,8.443,5.11,6.72,LPGS_15.3.1c,62.73578682,91.00049567,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9925,-54.92333000000001,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160320_20200907_02_T1,LC08_L2SP_224078_20160320_20200907_02_T1,LC82240782016080LGN02,LC08_L2SP_224078_20160320_20200907_02_T1,LC08_L1TP_224078_20160320_20200907_02_T1,LC82240782016080LGN02,2016/03/20,T1,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-03-20 13:35:34.547866,2016-03-20 13:36:06.317862,LGN,DAY,23.24,23.24,388,5,7.446000000000001,4.967,5.547000000000001,LPGS_15.3.1c,48.97897352,55.60295618,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99286,-54.919819999999994,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160201_20200907_02_T1,LC08_L2SP_224078_20160201_20200907_02_T1,LC82240782016032LGN01,LC08_L2SP_224078_20160201_20200907_02_T1,LC08_L1TP_224078_20160201_20200907_02_T1,LC82240782016032LGN01,2016/02/01,T1,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-02-01 13:35:50.593399,2016-02-01 13:36:22.363396,LGN,DAY,94.24,94.24,56,5,7.34,4.875,5.4879999999999995,LPGS_15.3.1c,57.03507249,81.45169405,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992620000000002,-54.925509999999996,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20161030_20200905_02_T1,LC08_L2SP_224078_20161030_20200906_02_T1,LC82240782016304LGN01,LC08_L2SP_224078_20161030_20200906_02_T1,LC08_L1TP_224078_20161030_20200905_02_T1,LC82240782016304LGN01,2016/10/30,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/05,2016-10-30 13:36:08.614493,2016-10-30 13:36:40.384491,LGN,DAY,0.0,0.0,553,5,7.249,4.5489999999999995,5.645,LPGS_15.3.1c,62.2525655,69.66443434,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992539999999998,-54.93535,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20161014_20200905_02_T1,LC08_L2SP_224078_20161014_20200906_02_T1,LC82240782016288LGN01,LC08_L2SP_224078_20161014_20200906_02_T1,LC08_L1TP_224078_20161014_20200905_02_T1,LC82240782016288LGN01,2016/10/14,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/05,2016-10-14 13:36:07.165953,2016-10-14 13:36:38.93595,LGN,DAY,20.99,20.99,344,5,8.105,5.547999999999999,5.909,LPGS_15.3.1c,58.68244486,60.82014674,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9929,-54.933409999999995,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20160304_20200907_02_T2,LC08_L2SP_224078_20160304_20200907_02_T2,LC82240782016064LGN01,LC08_L2SP_224078_20160304_20200907_02_T2,LC08_L1GT_224078_20160304_20200907_02_T2,LC82240782016064LGN01,2016/03/04,T2,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-03-04 13:35:40.815546,2016-03-04 13:36:12.585543,LGN,DAY,96.3,96.3,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,52.11282435,64.3421221,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99277,-54.920719999999996,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160624_20200906_02_T1,LC08_L2SP_224078_20160624_20200906_02_T1,LC82240782016176LGN01,LC08_L2SP_224078_20160624_20200906_02_T1,LC08_L1TP_224078_20160624_20200906_02_T1,LC82240782016176LGN01,2016/06/24,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-06-24 13:35:34.646734,2016-06-24 13:36:06.416731,LGN,DAY,71.23,71.23,442,5,6.752999999999999,4.702,4.846,LPGS_15.3.1c,31.91667608,34.51002037,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99243,-54.92593000000001,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160811_20200906_02_T1,LC08_L2SP_224078_20160811_20200906_02_T1,LC82240782016224LGN01,LC08_L2SP_224078_20160811_20200906_02_T1,LC08_L1TP_224078_20160811_20200906_02_T1,LC82240782016224LGN01,2016/08/11,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-08-11 13:35:49.421931,2016-08-11 13:36:21.191928,LGN,DAY,0.01,0.01,548,5,5.79,4.106,4.081,LPGS_15.3.1c,38.40136488,41.00564971,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99257,-54.913230000000006,-24.94439,-56.08675,-24.91232,-53.776740000000004,-27.07064,-56.07015,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160116_20200907_02_T1,LC08_L2SP_224078_20160116_20200907_02_T1,LC82240782016016LGN02,LC08_L2SP_224078_20160116_20200907_02_T1,LC08_L1TP_224078_20160116_20200907_02_T1,LC82240782016016LGN02,2016/01/16,T1,2,224,78,224,78,NADIR,0.0,2020/09/07,2020/09/07,2016-01-16 13:35:52.668915,2016-01-16 13:36:24.438912,LGN,DAY,2.08,2.08,453,5,7.345,4.613,5.716,LPGS_15.3.1c,59.14180671,87.72415069,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99263,-54.923269999999995,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160827_20200906_02_T1,LC08_L2SP_224078_20160827_20200906_02_T1,LC82240782016240LGN01,LC08_L2SP_224078_20160827_20200906_02_T1,LC08_L1TP_224078_20160827_20200906_02_T1,LC82240782016240LGN01,2016/08/27,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-08-27 13:35:57.095789,2016-08-27 13:36:28.865787,LGN,DAY,7.94,7.94,520,5,5.997999999999999,4.007,4.4639999999999995,LPGS_15.3.1c,43.08493988,44.36042288,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99269,-54.92644,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160608_20200906_02_T1,LC08_L2SP_224078_20160608_20200906_02_T1,LC82240782016160LGN01,LC08_L2SP_224078_20160608_20200906_02_T1,LC08_L1TP_224078_20160608_20200906_02_T1,LC82240782016160LGN01,2016/06/08,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-06-08 13:35:28.818927,2016-06-08 13:36:00.588924,LGN,DAY,5.73,5.73,589,5,5.985,4.131,4.33,LPGS_15.3.1c,32.73038281,34.08252473,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9928,-54.930530000000005,-24.9445,-56.104580000000006,-24.91271,-53.794540000000005,-27.070759999999996,-56.0883,-27.035840000000004,-53.73639
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20161115_20200905_02_T1,LC08_L2SP_224078_20161115_20200905_02_T1,LC82240782016320LGN01,LC08_L2SP_224078_20161115_20200905_02_T1,LC08_L1TP_224078_20161115_20200905_02_T1,LC82240782016320LGN01,2016/11/15,T1,2,224,78,224,78,NADIR,0.0,2020/09/05,2020/09/05,2016-11-15 13:36:07.739612,2016-11-15 13:36:39.509609,LGN,DAY,60.3,60.3,311,5,8.27,5.2,6.431,LPGS_15.3.1c,64.02907246,79.19225866,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99258,-54.93176,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20161201_20200905_02_T1,LC08_L2SP_224078_20161201_20200905_02_T1,LC82240782016336LGN01,LC08_L2SP_224078_20161201_20200905_02_T1,LC08_L1TP_224078_20161201_20200905_02_T1,LC82240782016336LGN01,2016/12/01,T1,2,224,78,224,78,NADIR,0.0,2020/09/05,2020/09/05,2016-12-01 13:36:07.407482,2016-12-01 13:36:39.177479,LGN,DAY,4.24,4.24,564,5,7.556,4.669,5.941,LPGS_15.3.1c,64.01024564,86.98506376,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99287,-54.934290000000004,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160928_20200906_02_T1,LC08_L2SP_224078_20160928_20200906_02_T1,LC82240782016272LGN01,LC08_L2SP_224078_20160928_20200906_02_T1,LC08_L1TP_224078_20160928_20200906_02_T1,LC82240782016272LGN01,2016/09/28,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-09-28 13:36:01.30412,2016-09-28 13:36:33.074117,LGN,DAY,0.0,0.0,555,5,6.7989999999999995,4.306,5.261,LPGS_15.3.1c,53.83670404,53.79550724,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99244,-54.91652,-24.94441,-56.08971999999999,-24.91245,-53.782669999999996,-27.070659999999997,-56.07317,-27.035559999999997,-53.72432
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160912_20200906_02_T1,LC08_L2SP_224078_20160912_20200906_02_T1,LC82240782016256LGN01,LC08_L2SP_224078_20160912_20200906_02_T1,LC08_L1TP_224078_20160912_20200906_02_T1,LC82240782016256LGN01,2016/09/12,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-09-12 13:36:01.216485,2016-09-12 13:36:32.986482,LGN,DAY,10.97,10.97,369,5,7.167000000000001,4.649,5.455,LPGS_15.3.1c,48.41452858,48.48586026,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992820000000002,-54.928,-24.94448,-56.1016,-24.91264,-53.79156999999999,-27.07074,-56.085280000000004,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20160523_20200906_02_T1,LC08_L2SP_224078_20160523_20200906_02_T1,LC82240782016144LGN01,LC08_L2SP_224078_20160523_20200906_02_T1,LC08_L1TP_224078_20160523_20200906_02_T1,LC82240782016144LGN01,2016/05/23,T1,2,224,78,224,78,NADIR,0.0,2020/09/06,2020/09/06,2016-05-23 13:35:24.572868,2016-05-23 13:35:56.342864,LGN,DAY,11.87,11.87,365,5,6.893,4.731,5.013999999999999,LPGS_15.3.1c,34.84309275,35.00215672,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99286,-54.94398,-24.944570000000002,-56.11646,-24.91302,-53.809369999999994,-27.070840000000004,-56.1004,-27.03619,-53.751490000000004
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190905_20200826_02_T1,LC08_L2SP_224078_20190905_20200826_02_T1,LC82240782019248LGN00,LC08_L2SP_224078_20190905_20200826_02_T1,LC08_L1TP_224078_20190905_20200826_02_T1,LC82240782019248LGN00,2019/09/05,T1,2,224,78,224,78,NADIR,0.0,2020/08/26,2020/08/26,2019-09-05 13:36:00.217727,2019-09-05 13:36:31.987726,LGN,DAY,100.0,100.0,118,5,7.575,5.074,5.624,LPGS_15.3.1c,45.79928209,46.36601748,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99266,-54.91635,-24.94441,-56.08971999999999,-24.91239,-53.779709999999994,-27.070659999999997,-56.07317,-27.035490000000003,-53.7213
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190617_20200827_02_T1,LC08_L2SP_224078_20190617_20200827_02_T1,LC82240782019168LGN00,LC08_L2SP_224078_20190617_20200827_02_T1,LC08_L1TP_224078_20190617_20200827_02_T1,LC82240782019168LGN00,2019/06/17,T1,2,224,78,224,78,NADIR,0.0,2020/08/27,2020/08/27,2019-06-17 13:35:37.953283,2019-06-17 13:36:09.723282,LGN,DAY,0.85,0.85,598,5,6.189,4.198,4.548,LPGS_15.3.1c,32.12944941,34.15491018,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99278,-54.946419999999996,-24.944589999999998,-56.11943,-24.91309,-53.81234,-27.070859999999996,-56.10343,-27.03626,-53.754509999999996
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20191007_20200825_02_T1,LC08_L2SP_224078_20191007_20200825_02_T1,LC82240782019280LGN00,LC08_L2SP_224078_20191007_20200825_02_T1,LC08_L1TP_224078_20191007_20200825_02_T1,LC82240782019280LGN00,2019/10/07,T1,2,224,78,224,78,NADIR,0.0,2020/08/25,2020/08/25,2019-10-07 13:36:10.100764,2019-10-07 13:36:41.870763,LGN,DAY,47.03,47.03,209,5,8.54,5.857,6.216,LPGS_15.3.1c,56.47105664,57.16907507,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99275,-54.93271,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20191226_20200825_02_T1,LC08_L2SP_224078_20191226_20200825_02_T1,LC82240782019360LGN00,LC08_L2SP_224078_20191226_20200825_02_T1,LC08_L1TP_224078_20191226_20200825_02_T1,LC82240782019360LGN00,2019/12/26,T1,2,224,78,224,78,NADIR,0.0,2020/08/25,2020/08/25,2019-12-26 13:36:02.605203,2019-12-26 13:36:34.375202,LGN,DAY,10.45,10.45,474,5,8.149,4.928,6.49,LPGS_15.3.1c,61.82766894,91.37438668,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99255,-54.907219999999995,-24.94435,-56.08081,-24.91219,-53.77081,-27.0706,-56.0641,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190225_20200829_02_T1,LC08_L2SP_224078_20190225_20200829_02_T1,LC82240782019056LGN00,LC08_L2SP_224078_20190225_20200829_02_T1,LC08_L1TP_224078_20190225_20200829_02_T1,LC82240782019056LGN00,2019/02/25,T1,2,224,78,224,78,NADIR,0.0,2020/08/29,2020/08/29,2019-02-25 13:35:29.626929,2019-02-25 13:36:01.396928,LGN,DAY,88.23,88.23,39,5,9.458,6.492999999999999,6.877999999999999,LPGS_15.3.1c,53.41061977,68.73994354,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992810000000002,-54.90277,-24.94432,-56.07486,-24.912129999999998,-53.76784,-27.070559999999997,-56.05805,-27.03521,-53.709219999999995
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20191124_20200825_02_T1,LC08_L2SP_224078_20191124_20200825_02_T1,LC82240782019328LGN00,LC08_L2SP_224078_20191124_20200825_02_T1,LC08_L1TP_224078_20191124_20200825_02_T1,LC82240782019328LGN00,2019/11/24,T1,2,224,78,224,78,NADIR,0.0,2020/08/25,2020/08/25,2019-11-24 13:36:06.697697,2019-11-24 13:36:38.467696,LGN,DAY,29.21,29.21,258,5,7.803,4.747,6.193,LPGS_15.3.1c,64.24060502,83.58333214,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99246,-54.91125,-24.944370000000003,-56.083780000000004,-24.91232,-53.776740000000004,-27.07062,-56.067119999999996,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20191023_20200825_02_T1,LC08_L2SP_224078_20191023_20200825_02_T1,LC82240782019296LGN00,LC08_L2SP_224078_20191023_20200825_02_T1,LC08_L1TP_224078_20191023_20200825_02_T1,LC82240782019296LGN00,2019/10/23,T1,2,224,78,224,78,NADIR,0.0,2020/08/25,2020/08/25,2019-10-23 13:36:11.401006,2019-10-23 13:36:43.171005,LGN,DAY,2.08,2.08,526,5,7.814,4.999,6.006,LPGS_15.3.1c,60.74598472,65.17215287,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99249,-54.931830000000005,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20190108_20200830_02_T2,LC08_L2SP_224078_20190108_20200830_02_T2,LC82240782019008LGN00,LC08_L2SP_224078_20190108_20200830_02_T2,LC08_L1GT_224078_20190108_20200830_02_T2,LC82240782019008LGN00,2019/01/08,T2,2,224,78,224,78,NADIR,0.0,2020/08/30,2020/08/30,2019-01-08 13:35:39.0926,2019-01-08 13:36:10.862599,LGN,DAY,95.85,95.85,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,60.09407255,89.79662278,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99257,-54.91141,-24.944370000000003,-56.083780000000004,-24.91232,-53.776740000000004,-27.07062,-56.067119999999996,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20191210_20200824_02_T1,LC08_L2SP_224078_20191210_20200824_02_T1,LC82240782019344LGN00,LC08_L2SP_224078_20191210_20200824_02_T1,LC08_L1TP_224078_20191210_20200824_02_T1,LC82240782019344LGN00,2019/12/10,T1,2,224,78,224,78,NADIR,0.0,2020/08/24,2020/08/24,2019-12-10 13:36:06.043976,2019-12-10 13:36:37.813975,LGN,DAY,43.56,43.56,97,5,8.337,5.28,6.452000000000001,LPGS_15.3.1c,63.48588759,89.59125993,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992639999999998,-54.91339,-24.94439,-56.08675,-24.91239,-53.779709999999994,-27.07064,-56.07015,-27.035490000000003,-53.7213
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20190313_20200829_02_T2,LC08_L2SP_224078_20190313_20200829_02_T2,LC82240782019072LGN00,LC08_L2SP_224078_20190313_20200829_02_T2,LC08_L1GT_224078_20190313_20200829_02_T2,LC82240782019072LGN00,2019/03/13,T2,2,224,78,224,78,NADIR,0.0,2020/08/29,2020/08/29,2019-03-13 13:35:23.758524,2019-03-13 13:35:55.528523,LGN,DAY,5.35,5.35,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,50.52385457,59.77715194,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992420000000003,-54.89813,-24.9443,-56.07189,-24.91207,-53.764880000000005,-27.07054,-56.05501999999999,-27.035140000000002,-53.7062
